,Unnamed: 0,year,season,jp_title,en_title,img,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Genre,Theme
224,54,2021,summer,Chibi Maruko-chan (1995),Little Miss Maruko,https://cdn.myanimelist.net/images/anime/1108/100604.jpg,Maruko-chan,ちびまる子ちゃん,Little Miss Maruko,,Chibi Maruko-chan,,TV,Unknown,Currently Airing,"Jan 8, 1995 to ?",Winter 1995,Sundays at 18,"Ajia-do,       Fuji TV,       Sakura Production","None found, add some",Nippon Animation,Manga,,,ShoujoShoujo,23 min.,G - All Ages,"7.341 (scored by 21732,173 users)
      


1
          indicates a weighted score.","#26382

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#7913,"6,750",61,ComedyComedy,SchoolSchool
225,55,2021,summer,Bonobono (TV 2016),Bono Bono,https://cdn.myanimelist.net/images/anime/13/77617.jpg,,ぼのぼの,Bono Bono,Bono Bono,Bono Bono,Bono Bono,TV,Unknown,Currently Airing,"Apr 2, 2016 to ?",Spring 2016,Saturdays at 04,"Fuji TV,       Glovision","None found, add some",Eiken,4-koma manga,"ComedyComedy,         Slice of LifeSlice of Life",,,5 min.,G - All Ages,"6.371 (scored by 759759 users)
      


1
          indicates a weighted score.","#78892

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#10226,"3,275",19,,AnthropomorphicAnthropomorphic
226,56,2021,summer,Shikaru Neko,,https://cdn.myanimelist.net/images/anime/1008/113384.jpg,,しかるねこ,,,,,TV,Unknown,Currently Airing,"Mar 22, 2021 to ?",Spring 2021,Unknown,"None found, add some","None found, add some","None found, add some",Manga,,,,30 sec.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#141872

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#11244,"2,432",17,Slice of LifeSlice of Life,
227,57,2021,summer,Dinosaur Biyori,,https://cdn.myanimelist.net/images/anime/1382/116139.jpg,,ダイナ荘びより,,,,,TV,26,Finished Airing,"Apr 4, 2021 to Sep 26, 2021",Spring 2021,Sundays at 00,"Aniplex,       Sony Music Entertainment,       Sony Creative Products","None found, add some",Fanworks,Original,,,,1 min. per ep.,G - All Ages,"5.971 (scored by 323323 users)
      


1
          indicates a weighted score.","#100492

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#11633,"2,166",16,Slice of LifeSlice of Life,
228,58,2021,summer,Mazica Party,,https://cdn.myanimelist.net/images/anime/1740/113501.jpg,,マジカパーティ,,,,,TV,51,Finished Airing,"Apr 4, 2021 to Mar 27, 2022",Spring 2021,Sundays at 09,"Dentsu,       TV Osaka","None found, add some",OLM,Original,,,,24 min. per ep.,G - All Ages,"5.891 (scored by 263263 users)
      


1
          indicates a weighted score.","#104902

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#12206,"1,805",10,FantasyFantasy,Strategy GameStrategy Game
229,59,2021,summer,Okashi na Sabaku no Suna to Manu,,https://cdn.myanimelist.net/images/anime/1208/111257.jpg,,おかしなさばくのスナとマヌ,,,,,TV,50,Finished Airing,"Feb 14, 2021 to Feb 2, 2022",Winter 2021,Sundays at 03,CHANCE iN,"None found, add some",Kachidoki Studio,Manga,,,,1 min. per ep.,PG - Children,"5.711 (scored by 227227 users)
      


1
          indicates a weighted score.","#113232

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#12330,"1,729",6,ComedyComedy,
230,60,2021,summer,Seizei Ganbare! Mahou Shoujo Kurumi 3rd Season,,https://cdn.myanimelist.net/images/anime/1097/108552.jpg,,せいぜいがんばれ！魔法少女くるみ,,,,,TV,25,Finished Airing,"Oct 7, 2020 to Sep 29, 2021",Fall 2020,Wednesdays at 23,Lantis,"None found, add some",Pie in the sky,Original,,"Mahou ShoujoMahou Shoujo,         ParodyParody",,4 min. per ep.,G - All Ages,"6.301 (scored by 153153 users)
      


1
          indicates a weighted score.","#82712

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#13185,"1,333",2,,
231,61,2021,summer,Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,,https://cdn.myanimelist.net/images/anime/6/72182.jpg,Kamiusagi Rope 4,紙兎ロペ 〜笑う朝には福来たるってマジっすか!?,,,,,TV,Unknown,Currently Airing,"Nov 16, 2012 to ?",Fall 2012,Not scheduled once per week,"None found, add some","None found, add some","None found, add some",Original,"ComedyComedy,         Slice of LifeSlice of Life",,,2 min.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#167992

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#13282,"1,294",0,,
232,62,2021,summer,Shiawase Haitatsu Taneko,,https://cdn.myanimelist.net/images/anime/2/28900.jpg,,しあわせ配達おみくじタネコ,,,,,TV,Unknown,Currently Airing,"Mar 26, 2011 to ?",Spring 2011,Not scheduled once per week,"None found, add some","None found, add some",Kachidoki Studio,Original,,,,Unknown,,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#141742

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#14312,980,4,ComedyComedy,
233,63,2021,summer,Uchuu Nanchara Kotetsu-kun,Space Academy,https://cdn.myanimelist.net/images/anime/1226/112286.jpg,,宇宙なんちゃらこてつくん,Space Academy,,,,TV,64,Finished Airing,"Apr 7, 2021 to Feb 23, 2023",Spring 2021,Thursdays at 18,"None found, add some","None found, add some",Fanworks,Web manga,"ComedyComedy,         Sci-FiSci-Fi",,,9 min. per ep.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#150872

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#14749,873,3,,SpaceSpace
234,64,2021,summer,Kaoru no Taisetsu na Mono,,https://cdn.myanimelist.net/images/anime/1352/109736.jpg,,カオルの大切なモノ,,,,,TV,50,Finished Airing,"Nov 18, 2020 to Oct 27, 2021",Fall 2020,Wednesdays at 23,CHANCE iN,"None found, add some",Kachidoki Studio,Original,,,,1 min. per ep.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#168212

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#15752,658,0,ComedyComedy,
235,65,2021,summer,Manul no Yuube,,https://cdn.myanimelist.net/images/anime/1980/96936.jpg,,マヌ～ルのゆうべ,,,,,TV,Unknown,Currently Airing,"Nov 11, 2018 to ?",Fall 2018,Sundays at Unknown,NHK,"None found, add some","None found, add some",Web manga,,,,1 min.,PG-13 - Teens 13 or older,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#175272

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#15779,654,1,Slice of LifeSlice of Life,
236,66,2021,summer,Utau Soccer Panda Mifanda,,https://cdn.myanimelist.net/images/anime/1296/108533.jpg,,歌うサッカーパンダ ミファンダ,,,,,TV,12,Finished Airing,"Apr 2, 2021 to Sep 9, 2021",Spring 2021,Fridays at 03,"None found, add some","None found, add some","None found, add some",Other,,,,7 min. per ep.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#151532

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#16976,505,1,Slice of LifeSlice of Life,MusicMusic
237,67,2021,summer,Shin Nippon History,,https://cdn.myanimelist.net/images/anime/1433/134811.jpg,Shin Nippon History,新ニッポンヒストリー,,,,,TV,Unknown,Currently Airing,"Jan 6, 2020 to ?",Winter 2020,Mondays at 01,"None found, add some","None found, add some","None found, add some",Original,,,,23 min.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#142292

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#18532,377,0,ComedyComedy,HistoricalHistorical
238,68,2021,summer,Kintamani Dog,,https://cdn.myanimelist.net/images/anime/1815/120757.jpg,,キンタマーニドッグ,,,,,TV,50,Finished Airing,"Jan 14, 2021 to Dec 26, 2021",Winter 2021,Unknown,"None found, add some","None found, add some",Kachidoki Studio,Original,,,,1 min. per ep.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#169512

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#20666,245,0,Slice of LifeSlice of Life,
239,69,2021,summer,Ma-eum-uisoli Season 3,The Sound of Your Heart: Season 3,https://cdn.myanimelist.net/images/anime/1655/120892.jpg,,마음의 소리 시즌 3,The Sound of Your Heart,,,,TV,22,Finished Airing,"May 5, 2021 to Sep 29, 2021",Spring 2021,Wednesdays at Unknown,"None found, add some","None found, add some","None found, add some",Web manga,"ComedyComedy,         Slice of LifeSlice of Life",,,Unknown,PG-13 - Teens 13 or older,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#174272

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#20689,244,2,,
240,70,2021,summer,In:App,,https://cdn.myanimelist.net/images/anime/1671/139079.jpg,,인앱,,,,,TV,56,Finished Airing,"Nov 21, 2020 to Dec 18, 2021",Fall 2020,Unknown,"None found, add some","None found, add some",ANYZAC,Original,"ActionAction,         ComedyComedy",,,7 min. per ep.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#214802

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#23685,117,0,,AnthropomorphicAnthropomorphic
241,0,2021,fall,Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,Mushoku Tensei: Jobless Reincarnation Part 2,https://cdn.myanimelist.net/images/anime/1028/117777.jpg,,無職転生 ～異世界行ったら本気だす～ 第2クール,Mushoku Tensei,,,,TV,12,Finished Airing,"Oct 4, 2021 to Dec 20, 2021",Fall 2021,Mondays at 00,"Frontier Works,       TOHO,       TOHO animation,       Tokyo MX,       Hakuhodo DY Music & Pictures,       BS11,       Egg Firm,       Kadokawa,       GREE Entertainment",Funimation,Studio Bind,Light novel,"AdventureAdventure,         DramaDrama,         FantasyFantasy,         EcchiEcchi","IsekaiIsekai,         ReincarnationReincarnation",,23 min. per ep.,R - 17+ (violence & profanity),"8.641 (scored by 636950636,950 users)
      


1
          indicates a weighted score.","#802

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#165,"1,016,877","18,964",,
242,1,2021,fall,"Komi-san wa, Comyushou desu.",Komi Can't Communicate,https://cdn.myanimelist.net/images/anime/1899/117237.jpg,"Komi-san wa, Communication Shougai desu.",古見さんは、コミュ症です。,Komi Can't Communicate,,,,TV,12,Finished Airing,"Oct 7, 2021 to Dec 23, 2021",Fall 2021,Thursdays at 00,"TV Tokyo,       Dentsu,       Shogakukan-Shueisha Productions,       Half H.P Studio,       Nippon Columbia","None found, add some",OLM,Manga,,,ShounenShounen,23 min. per ep.,PG-13 - Teens 13 or older,"7.831 (scored by 500668500,668 users)
      


1
          indicates a weighted score.","#9722

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#191,"945,170","12,198",ComedyComedy,SchoolSchool
243,2,2021,fall,Kimetsu no Yaiba: Mugen Ressha-hen,Demon Slayer: Kimetsu no Yaiba Mugen Train Arc,https://cdn.myanimelist.net/images/anime/1065/118763.jpg,Kimetsu no Yaiba Movie,鬼滅の刃 無限列車編,Demon Slayer,,,,TV,7,Finished Airing,"Oct 10, 2021 to Nov 28, 2021",Fall 2021,Sundays at 23,"Aniplex,       Shueisha","None found, add some",ufotable,Manga,"ActionAction,         SupernaturalSupernatural",,ShounenShounen,24 min. per ep.,R - 17+ (violence & profanity),"8.351 (scored by 514157514,157 users)
      


1
          indicates a weighted score.","#2372

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#228,"854,437","4,457",,HistoricalHistorical
244,3,2021,fall,Ousama Ranking,Ranking of Kings,https://cdn.myanimelist.net/images/anime/1347/117616.jpg,King Ranking,王様ランキング,Ranking of Kings,,,,TV,23,Finished Airing,"Oct 15, 2021 to Mar 25, 2022",Fall 2021,Fridays at 00,"Aniplex,       Dentsu,       Fuji TV,       Kadokawa,       Bandai Spirits",Funimation,Wit Studio,Web manga,"AdventureAdventure,         FantasyFantasy",,,22 min. per ep.,PG-13 - Teens 13 or older,"8.501 (scored by 366943366,943 users)
      


1
          indicates a weighted score.","#1432

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#314,"696,160","13,233",,
245,4,2021,fall,"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat,https://cdn.myanimelist.net/images/anime/1928/117620.jpg,"The world's best assassin, To reincarnate in a different world aristocrat, Ansatsu Kizoku",世界最高の暗殺者、異世界貴族に転生する,The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat,,,,TV,12,Finished Airing,"Oct 6, 2021 to Dec 22, 2021",Fall 2021,Wednesdays at 23,"Lantis,       Movic,       AT-X,       Glovision,       TV Aichi,       Crunchyroll,       Kadokawa Media House,       Kadokawa,       Bandai Namco Arts","None found, add some","SILVER LINK.,       Studio Palette",Light novel,"ActionAction,         DramaDrama,         FantasyFantasy,         MysteryMystery,         RomanceRomance","IsekaiIsekai,         ReincarnationReincarnation",,23 min. per ep.,PG-13 - Teens 13 or older,"7.331 (scored by 320283320,283 users)
      


1
          indicates a weighted score.","#26562

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#396,"586,008","4,327",,
246,5,2021,fall,86 Part 2,86 Eighty-Six Part 2,https://cdn.myanimelist.net/images/anime/1321/117508.jpg,,86―エイティシックス―,86 Eighty-Six Part 2,,,,TV,12,Finished Airing,"Oct 3, 2021 to Mar 19, 2022",Fall 2021,Sundays at 00,"Aniplex,       Kadokawa,       Bandai Spirits","None found, add some",A-1 Pictures,Light novel,"ActionAction,         DramaDrama,         Sci-FiSci-Fi","MechaMecha,         MilitaryMilitary",,23 min. per ep.,R - 17+ (violence & profanity),"8.711 (scored by 321749321,749 users)
      


1
          indicates a weighted score.","#582

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#423,"561,012","16,574",,
247,6,2021,fall,Takt Op. Destiny,,https://cdn.myanimelist.net/images/anime/1449/117797.jpg,,takt op.Destiny,Takt Op. Destiny,,,,TV,12,Finished Airing,"Oct 6, 2021 to Dec 22, 2021",Fall 2021,Wednesdays at 00,"DeNA,       Bandai Namco Arts","None found, add some","Madhouse,       MAPPA",Mixed media,"ActionAction,         FantasyFantasy,         Sci-FiSci-Fi","MusicMusic,         Urban FantasyUrban Fantasy",,23 min. per ep.,PG-13 - Teens 13 or older,"7.151 (scored by 224744224,744 users)
      


1
          indicates a weighted score.","#36082

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#436,"541,297","4,780",,
248,7,2021,fall,Mieruko-chan,,https://cdn.myanimelist.net/images/anime/1277/117155.jpg,,見える子ちゃん,,,,,TV,12,Finished Airing,"Oct 3, 2021 to Dec 19, 2021",Fall 2021,Sundays at 22,"AT-X,       Magic Capsule,       Tokyo MX,       Docomo Anime Store,       Kadokawa Media House,       BS NTV,       Kadokawa",Funimation,Passione,Web manga,"ComedyComedy,         HorrorHorror",,,23 min. per ep.,PG-13 - Teens 13 or older,"7.391 (scored by 240094240,094 users)
      


1
          indicates a weighted score.","#24102

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#449,"525,596","3,379",,SchoolSchool
249,8,2021,fall,Blue Period,,https://cdn.myanimelist.net/images/anime/1757/116931.jpg,,ブルーピリオド,Blue Period,,Periodo Azul,,TV,12,Finished Airing,"Oct 2, 2021 to Dec 18, 2021",Fall 2021,Saturdays at 01,"Mainichi Broadcasting System,       Kodansha,       DMM pictures,       Bit grooove promotion,       DMM Music","None found, add some",Seven Arcs,Manga,,"SchoolSchool,         Visual ArtsVisual Arts",SeinenSeinen,23 min. per ep.,PG-13 - Teens 13 or older,"7.801 (scored by 227962227,962 users)
      


1
          indicates a weighted score.","#10262

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#482,"495,562","6,421",DramaDrama,
250,9,2021,fall,Platinum End,,https://cdn.myanimelist.net/images/anime/1992/116576.jpg,,プラチナエンド,Platinum End,,,,TV,24,Finished Airing,"Oct 8, 2021 to Mar 25, 2022",Fall 2021,Fridays at 01,"Pierrot,       Dentsu,       Pony Canyon,       TBS,       Magic Capsule,       Medicos Entertainment,       BS11","None found, add some",Signal.MD,Manga,"DramaDrama,         SupernaturalSupernatural,         SuspenseSuspense","MythologyMythology,         PsychologicalPsychological,         SurvivalSurvival",ShounenShounen,24 min. per ep.,R - 17+ (violence & profanity),"6.031 (scored by 141517141,517 users)
      


1
          indicates a weighted score.","#98002

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#615,"402,105","2,557",,
